time, indices
6100, 40000000
3300, 80000000
2800, 120000000
3400, 160000000
3200, 200000000
3300, 240000000
2900, 280000000
2500, 320000000
2700, 360000000
3100, 400000000
3100, 440000000
3100, 480000000
3400, 520000000
2800, 560000000
3200, 600000000
3000, 640000000
3100, 680000000
3500, 720000000
5600, 760000000
3900, 800000000
3200, 840000000
3100, 880000000
3600, 920000000
3200, 960000000
3500, 1000000000
